author;author_id
Gabrielle Weiss;70967700,00
Margaret A. Weiss;56670166,00
Christina Grof;67059416,00
Lizz Weis;81682032,00
Jane Lindskold;77855741,00
J. Robert King;79445164,00
Martha Banta;78946595,00
Israel Regardie;94843778,00
Michael Hunter;48700859,00
Butch Patrick;43804228,00
Peter Kussi;94818826,00
Hans J. Schütz;12524065,00
Amy Sickels;54398185,00
Louis Iribarne;97224911,00
Marc E. Heine;38912220,00
J. Gregory Keyes;65239947,00
Robin M. Akert;76730238,00
Bruce Kuklick;78340854,00
Gerald Eugene Myers;54710493,00
Frederick Burkhardt;66671787,00
Basilio Losada;23902614,00
Rufus Goodwin;54177559,00
Emily Fiegenshuh;53979456,00
Ernest Drake;7585791,00
David P. DeWitt;34306754,00
Paul Finkelman;29159044,00
Traverse Theatre;85956569,00
Jean Bourdier;34269986,00
Jacqueline Rogers;91681144,00
Michael Grant;63809266,00
Kinuko Y. Craft;15834181,00
Lesley Lipson;28666241,00
Mel Bay;30609714,00
Michael John Petry;49088950,00
S.W. Dyde;74614953,00
Fritz Eichenberg;28541140,00
橋口 たかし;99655876,00
Don Perrin;15543092,00
Janet Pack;91764131,00
Richard Alpert;8371708,00
Leonard S. Marcus;65713677,00
Christopher Lane;96447156,00
Kevin Miller;6003471,00
Linda Cloverdale;11058099,00
Sheri Gilmore;77044309,00
Andrea Lingenfelter;50031978,00
Lee Chi-Hyong;19316408,00
Lee Yun-Hee;3465776,00
Jee-Hyung Lee;26132656,00
John von Neumann;98737139,00
Gary Hoppenstand;11177521,00
Lauren Na;20185365,00
Andrew Edwin Jenkins;60417954,00
Mehmet C. Oz;65277968,00
John Clark Pratt;76061538,00
Shaun Whiteside;34987639,00
David Attwell;56590481,00
Νίκος Παναγιωτόπουλος;35991297,00
The New York Times;46474580,00
David Fishman;98368346,00
Alice Hudson;70544315,00
Tom Griffith;79035116,00
Michael Cox;94714493,00
Mitchell Gaynor;60486415,00
Harry Ford;10896491,00
H. Lee Shapiro;82988304,00
Gregory Claeys;68974748,00
Leon Stover;13300116,00
John Clute;68908393,00
Barbara A. Turner;87236617,00
George Gesner;1048695,00
Steven Marcus;28273189,00
Vince Emery;89083446,00
Lillian Hellman;6334988,00
Gris Grimly;31258288,00
Brock Thoene;96671839,00
Charlie Adlard;2150304,00
Tony Moore;54975683,00
James Beckett III;97116560,00
Walter Simonson;24787453,00
Dennis Locorriere;9417821,00
Daniela Gamba;37694063,00
Kristin Cast;3852071,00
Susan Grant;38670493,00
Marcelo Frusín;82925692,00
Thomas Hornbein;31935240,00
Dan L. Longo;86874067,00
Stacie Ritchie;1813011,00
Desmond Lee;60215932,00
Allan Bloom;13828022,00
Seth Benardete;8286434,00
Christopher Gill;75116263,00
Hugh Tredennick;16820627,00
Richard J. Foster;44559872,00
Margaret Smith;12423458,00
Delia Mateovich;32092400,00
Friedrich Engels;81250311,00
Gareth Stedman Jones;7612957,00
Howard Read;80245403,00
Azzedine Haddour;41524894,00
John T. Goldthwait;37666375,00
Adam Phillips;14459340,00
Marek Wieczorek;37671801,00
Robert S. Baker;31345374,00
Aaron Shepard;13383188,00
Nicholas Bethell;2872708,00
Paul Rubens;8044179,00
David Lodge;63599374,00
Walter J. Cobb;57335102,00
Catherine Liu;344817,00
Janice Horne;70463475,00
Lyle Wesley Dorsett;10550268,00
Miguel Marias;33045971,00
Diana Pavlac Glyer;46859148,00
Geoffrey Howard;43254686,00
T.B. Bottomore;18786649,00
Martin Hammond;45625174,00
YKids;2673343,00
Herbert Butterfield;77378782,00
Daphne Hardy;62218773,00
J.M. Cohen;25705607,00
Donald M. Frame;28747085,00
Anita Hoffman;59453062,00
Fibben Hald;9026334,00
Evan Solomon;73865359,00
Charles   Wilson;79424874,00
Philip Boehm;46158425,00
Theodore R. Sizer;28034026,00
George Weigel;78543765,00
Stephen Sartarelli;34086681,00
Peter Galassi;5227951,00
Enrico Marini;57693510,00
Diana Castellanos;66269103,00
Kaoru Ohashi;92017871,00
Ray Bartlett;41674386,00
James Farrer;69240808,00
Theodore F. Cook;57964382,00
George Breitman;1381826,00
Randy DuBurke;52902480,00
Dan Glover;20501988,00
Jennifer Coburn;79856390,00
Nicole Tisserand;44566447,00
Daniel R. Headrick;88286663,00
Pamela Kyle Crossley;86968831,00
Angus Easson;40386253,00
Richard   Holmes;50417159,00
Doreen Roberts;74346281,00
Sheila Ortiz Taylor;82207255,00
Dirk Maggs;24912957,00
Susan K. Harris;62204167,00
Nicola Bradbury;35834915,00
Robert Douglas-Fairhurst;23379648,00
Stephen J. Wall;60633710,00
Ernest Lawrence Thayer;5697973,00
Michael  Shepherd;12735351,00
Leanne Banks;15490513,00
Kathryn H. Kidd;55561084,00
Gadi Bloom;54230172,00
Eilat Negev;19495846,00
Suzanne Keen;2425484,00
Rosemarie Morgan;30108772,00
Suzanne B. Falck-Yi;74174755,00
Bert G. Hornback;21690853,00
Michael J. Broadway;53248973,00
Georgie Ripper;94092878,00
Daphne Merkin;77191720,00
Naomi Duguid;7027480,00
Warner Books;99214797,00
Norman Thomas di Giovanni;92090645,00
Juan Ramón Jiménez;31080461,00
James L. Jarrett;43330995,00
Doyle Partners;58059931,00
Nancy Ekholm Burkert;73199591,00
Jan Strnad;69481438,00
Karey Kirkpatrick;30993437,00
Caroline Austen;66093515,00
Juliet McMaster;37992116,00
Gillian Beer;10100858,00
Cassandra Austen;68234133,00
Randolf Hogan;4103944,00
Aeon J. Skoble;18319024,00
Shawn E. Klein;2786757,00
Jason T. Eberl;36418177,00
George A. Reisch;31194901,00
Victor Watts;10641928,00
K. Silem Mohammad;62536039,00
Charles Alexander Moore;36455118,00
Peter Lawman;8869549,00
Mark  Johnson;72963324,00
Mary J. Gregor;51482211,00
Bryan W. Van Norden;82711751,00
Paul Tidman;60019289,00
Joseph Cropsey;51297341,00
Michael Chase;88929847,00
E.S. Haldane;2321519,00
Chris Garratt;24417960,00
Gerald J. Erion;50442791,00
Donald Tyson;16368611,00
Michael Ruse;88315640,00
John Cassaday;17940941,00
Ben Oliver;79080808,00
Fred Burke;65849961,00
荒川弘;316063,00
Vivian de Sola Pinto;51158882,00
Geoff Dyer;29600097,00
Christa Jansohn;61401762,00
Joan Wolf;54326273,00
Kay Hooper;66712222,00
Jenia Graman;45249200,00
John  Burgoyne;23188077,00
Peter Davison;44269607,00
Lalla Ward;32794535,00
Jan Berenstain;1550441,00
Michael Parfit;71985444,00
大暮 維人;91714434,00
Ramón Pérez;66257521,00
Bob McLeod;93321498,00
Arthur Raleigh Humphreys;14875141,00
Jame's Prunier;19014124,00
Gordon McMullan;39696538,00
Henry Reed;70490552,00
Ronald K. Levao;8229006,00
Jack Dann;37402178,00
Mary Lamb;50312364,00
Tim Turner;85062296,00
Anna Fields;38115374,00
Tom Bissell;23385017,00
Benjamin F. Fisher;76538992,00
Gary Richard Thompson;99989030,00
Edwin Muir;17852740,00
Donna Freed;65849697,00
Sverre Lyngstad;57195836,00
George Egerton;33318986,00
Oliver Stallybrass;64529640,00
Sarah Shankman;21073785,00
Isaac Newton;35004326,00
Annette Smith;55876351,00
Alexander Theroux;60092636,00
Phillip Mallett;33193111,00
Chuck Miller;65769627,00
Steven Rimbauer;59921524,00
David Purdham;95250197,00
Frances Butwin;76381817,00
Ben Shahn;9228907,00
Mary Helen Washington;85000196,00
China Miéville;32982731,00
James Turner;70064307,00
August Derleth;50064728,00
Rolfe Humphries;27984038,00
Andrew Lang;57555629,00
Rachel Bespaloff;15114810,00
C.H. Sisson;50892849,00
V.A. Kolve;77041982,00
Chris Wright;70126225,00
Eric Brown;87430269,00
Agnes D. Kingston;31274898,00
Herbert R. Lottman;97126921,00
George M. Towle;68699968,00
Jordan Stump;52273990,00
Lorrie Bortner;59106260,00
Mary Bess Engel;27512754,00
Ken Babbs;27680056,00
Ron Bevirt;75196792,00
Clement Hurd;12940781,00
Julia Chinyere Oparah;54410523,00
Matthew Clark;31270189,00
Allen Rogers Benner;70545562,00
Walter Karig;3775319,00
Russell H. Tandy;82597902,00
Mildred Benson;30315940,00
Bret Norris;89672688,00
Margaret Drabble;11870952,00
Robert Mezey;91828548,00
Danny McBride;13763686,00
Carlos Meglia;27702713,00
Len Wiseman;85961487,00
Adolfo Pérez Perdomo;35208364,00
Joseph Gies;11402744,00
Françoise Adelstain;98406055,00
Oprah Winfrey;27451277,00
Andrew Gurr;53371703,00
Charles R. Forker;63994116,00
John Collier;11029671,00
Peter Hulme;21675736,00
Harold F. Brooks;52092008,00
Norman Denny;2413913,00
Donald R. Gallo;89865015,00
Philip Edwards;89304119,00
Paul D. Moliken;8338763,00
G. Blakemore Evans;75555956,00
Brian  Phillips;71224875,00
René Weis;70762056,00
Marie-Hélène Sabard;20304018,00
Paul Simpson;51053917,00
Amiira Ruotola (-Behrendt);9095039,00
M. Weatherall;2715177,00
Laura Ries;32841358,00
Clive Sinclair;18318459,00
Stephen Eric Bronner;72380649,00
Gregory Manchess;90788489,00
Pat Lee;19619756,00
Brian M. Sammons;77284767,00
Sandy Antunes;1484971,00
Anthony Bonner;5534512,00
Susan J. Wolfson;21144079,00
Simon Fraser;15191562,00
Mark Dawidziak;94916916,00
Ruth Mazo Karras;326754,00
Marie Nonnast;26928678,00
Doug Cushman;70163576,00
Margaret Chodos-Irvine;2867827,00
Ted Bell;52628320,00
Lori McElrath-Eslick;75615621,00
Harry   Bates;97712416,00
Eileen Dreyer;71382770,00
Marina Mariasch;57016068,00
Eduardo García Murillo;3447123,00
Dolores M. Koch;35571372,00
Joel M. Koppelman;61976072,00
Todd Field;56984572,00
Will Focht;65593601,00
Thomas B. Friedman;61884631,00
Paul McGarr;4194025,00
Paul A. Mongeau;81085476,00
Glen Merzer;3504383,00
Michael T. Ghiselin;59418868,00
Niles Eldredge;84020809,00
Gary W. Potter;40059222,00
Christopher Corr;55106004,00
Charles R. Smith Jr.;49932390,00
Jacky Bratton;82278670,00
Michael North;88144849,00
Lawrence Rainey;80901682,00
Bruce Degen;81955968,00
John Fleming;58928166,00
Alan Witschonke;51338924,00
Cary F. Baynes;77527118,00
Alfred Huang;73561629,00
John Blofeld;87005695,00
D'Israeli;16331150,00
Scott M. Fischer;17249377,00
Wendy Shea;62378918,00
Paul Van Munching;67962632,00
Guy Francis;74731235,00
Elisabeth Sussman;96593332,00
Anthony M. Esolen;48107,00
Ruby Blondell;94517951,00
T.J. Reed;89949239,00
Anthony H. Chambers;10030788,00
Paul McCarthy;84551173,00
Paul Kidby;37414987,00
Charles Flowers;27148326,00
Katherine Kurtz;52106120,00
Dirk Cussler;17777289,00
Mary Reardon;77582213,00
Paul Greengrass;61570035,00
Anthony Tully;72409072,00
William L. Crary;83695154,00
Ronald H. Cohn;20989031,00
Kathy Hicks;57112048,00
Gabriel Rodríguez;28800728,00
Tony Westermayr;60791720,00
Rosalie Guillaume;81600968,00
Doug Mahnke;60012079,00
Javier Pina;5266257,00
B.J. McCall;10494680,00
John J. Neumaier;89979960,00
Peter Petre;35499393,00
Ed Zotti;37804807,00
George Alec Effinger;55431749,00
James Gurney;36382663,00
Jared Lee;53613432,00
James Dickey;47770523,00
Charles Keegan;44693528,00
Anca Munteanu;48113363,00
Doug Moench;31417725,00
Leonard Wolf;47096675,00
Jay Fox;51829210,00
Rowland Barber;63284003,00
Vicki McAllister;8575910,00
Walter Cronkite;9853624,00
David West Reynolds;37526027,00
Ryder Windham;93015445,00
Kerrie Dougherty;35772627,00
Helen Keier;91769979,00
Mark Chiarello;63928003,00
Davide Fabbri;902073,00
Peter  Jackson;44531720,00
Frankie Frankeny;1097781,00
Matt Busch;84676316,00
Ian Fullwood;65841827,00
Travis Charest;6008241,00
Peter Vilmur;55605704,00
Michael Sutfin;87123747,00
Donald F. Glut;46639634,00
Jan Duursema;22375137,00
John Goodson;4820056,00
Bob Carrau;23797727,00
Michel Lacombe;60406497,00
Ryan Benjamin;94890230,00
Hans Jenssen;23245500,00
Matt Fillbach;54699907,00
Jeremy Barlow;73553671,00
John G. Neihardt;86443432,00
Andrew Dennis;20612909,00
Dick Stivers;20443066,00
Patrick   Carr;36332994,00
Jeremy Roberts;44846618,00
David Kudler;88889294,00
Bill Moyers;46357336,00
Howard Massey;58740406,00
Steven Gaines;73821277,00
Peter  Guzzardi;49525873,00
Allan Kozinn;90895494,00
Fari Amini;56148431,00
Martin Shaw;25938788,00
Stephen Baxter;4732115,00
Richard Dalby;27712350,00
Adrian Wootton;93845673,00
Leslie Tryon;19125544,00
Nick Eggenhofer;22618442,00
Bob Haney;34123072,00
William J. Pieper;12911731,00
Joan Chen;14036572,00
Clarence I. Kado;13724122,00
John Macklin;32928221,00
Art Cooper;7252350,00
A. Roger Merrill;58879326,00
Jim Collins;26857919,00
John Manders;14403984,00
Bob Phillips;45178967,00
Dana Regan;73847913,00
Lynne Avril Cravath;25495045,00
J. Gerald Kennedy;64430474,00
Brian  Wood;37546805,00
E. Hoffmann Price;32601127,00
Carme Camps Monf;38023435,00
James Joll;16671569,00
Pat Ronson Stewart;45107238,00
Damian Couceiro;72253881,00
Edward Pickman Derby;68727675,00
I. William Zartman;10760391,00
David W. Blight;76668176,00
Gregory Stephens;66256365,00
Harriet Ann Jacobs;83492109,00
James Watling;11111345,00
Ann Schweninger;90975705,00
Jason Edward King;34166284,00
H. Patricia Wakefield;58927940,00
James Romberger;40080686,00
Todd W. Hall;91515039,00
Aaron Rosenberg;62591431,00
Raël;70203024,00
Alisa Klayman-Grodsky;41573181,00
Dian Hanson;47573339,00
Helen Sewell;74022690,00
John Lawrence;74058256,00
Denys L. Page;32171433,00
Thomas R. Beyer Jr.;76158081,00
Dani Filth;9235432,00
Andrew Scull;21265444,00
Bagram Ibatoulline;66237776,00
Chris Van Dusen;91118097,00
Timothy Basil Ering;12973195,00
Emily Agar;98587926,00
Julia Witwer;54110422,00
Miguel Sáenz;38087325,00
Dirk Zimmer;21240921,00
Kasia Boddy;81334207,00
Arnold Gingrich;50705398,00
Slade Morrison;98041685,00
J. Daniel Hays;66671039,00
Lena Tabori;71185249,00
Ian  Miller;95694132,00
Angel M.Y. Lin;38951846,00
Robert B. Shaw;11247911,00
Mary Dalwood;1387634,00
Richard Deveson;93469501,00
Laura Engel;46663204,00
Greg Martin;99160813,00
Rosemary Leach;1665987,00
Ana Alcaina;44851103,00
Zoe Coulson;29184364,00
Edward A. Bloom;7932542,00
Wendell Minor;50625827,00
Roger Dressler;68233738,00
Alex Kershaw;65264428,00
Alfredo Crespo;44153903,00
Richard  Kelly;31918127,00
Clement C. Moore;54232319,00
Radu Florescu;67717556,00
R. Paulin;16610913,00
George Herbert Palmer;92067500,00
James H. Ford;35690414,00
F.P. Long;2694453,00
Richard M. Nixon;77298461,00
Vita Sackville-West;80869000,00
Victor Milán;14494013,00
Holter Graham;34579267,00
Mark T. Sullivan;35977889,00
Max McLean;68105485,00
Dorothy Leidner;27901447,00
Steve Chalke;30114841,00
Robin D.G. Kelley;66300421,00
Erroll McDonald;91476839,00
Kwame Anthony Appiah;73118920,00
Nicholas Peterson;30703,00
Barbara Reynolds;44747452,00
Guido Waldman;31204795,00
Howard C. Cutler;36140153,00
Virginia Alcott Sadock;67722096,00
Zoë Ross;16150645,00
Mark Schorer;52191834,00
Greg Ruggiero;86547170,00
David W. Lightfoot;93784698,00
志水 ゆき;58985703,00
Robert B. Rohmer;6664112,00
Sakura Mizuki;25671411,00
Joseph L. Birman;93048598,00
Daniel Axelrod;34273782,00
Jane Dyer;36484273,00
Dennis Kunkel;54884660,00
Francesca Yorke;72039883,00
Sean Lang;20077811,00
J.M. Jeffries;17109517,00
David Tischman;70622157,00
Lisa Romerein;18765131,00
Graham Rust;9264487,00
Jennie Bond;5206257,00
Leslie A.  Kelly;24830083,00
Michael Hauge;96716376,00
Al Dempster;45211318,00
Ken Geist;68762461,00
Tim Curry;27616055,00
Donald J. Gray;56817105,00
Don DeBrandt;49189941,00
Ruth Brown;46263017,00
Henry B. Wonham;8335033,00
Harold Clurman;25499272,00
Tony Kushner;53878033,00
Kim Solga;43544918,00
Merrill D. Peterson;13968643,00
Carlos Fuentes;63458318,00
Kermit Oliver;75566887,00
Lyman L. Johnson;86734167,00
John T. Cullen;2781251,00
Shelley Bradley;12159302,00
Miles Thompson;58662152,00
Terry Denton;87278179,00
Sarah Hines Stephens;32160745,00
Greg Lawrence;10479528,00
John Uher;1490413,00
Timothy Moriarty;34250989,00
Jamie W. Carroll;12286885,00
Virginia C. Fowler;89274880,00
Lorenzo Da Ponte;34939374,00
Bryan Collier;17265437,00
Julia Moskin;48146531,00
Wayne Alfano;18292181,00
Maxwell Award;60774691,00
Richard Nahas;83778950,00
Michelle Madsen;84877052,00
Chris Riddell;91936783,00
Stuart Hirshfield;8298346,00
Eric John;65386597,00
Rob White;8563971,00
Peter Occhiogrosso;59971590,00
Youshan Tang;93355520,00
Jacques Guiod;76158054,00
A.J. Arberry;81135619,00
Martin Hsu;6177359,00
John   Martin;1186635,00
Laurie Thompson;27470993,00
Ebba Segerberg;25983595,00
Steven T. Murray;25019447,00
Evelyn C. White;15462034,00
Tom Lichtenheld;88802859,00
Deborah Jones;67266238,00
Patricia Brabant;80312821,00
Ron Manville;56973939,00
Alison Kent;87547841,00
Ian M. Cuthbertson;71308075,00
John S. Lazo;11267904,00
Francis O'Gorman;76285970,00
Irving Townsend;43355210,00
Jean-Luc Piningre;80787797,00
Lori Lohstoeter;31557809,00
Irma A. Richter;46679692,00
Johannes Nathan;42764935,00
Martin Kemp;1013259,00
Gerard Auzet;79646499,00
Jayne Anne Phillips;41493047,00
Larzer Ziff;15673510,00
Lera Miles;43247283,00
Peter K. Smith;21279334,00
James Francis Cameron;58688009,00
Charlotte Hughes;59423793,00
Thomas Floyd;33715011,00
John Bolen;47972298,00
John Seelye;17999451,00
Esteban Maroto;56069979,00
Bill Sienkiewicz;80259393,00
Sabine d'Estree;40073507,00
John Paul Hand;86858109,00
Laura Thomson;31307785,00
Peter Fiell;17268343,00
Robert Folkenflik;8328850,00
Aaron Anderson;64305971,00
Vincent Harding;66397571,00
Collin Deckerman;88451849,00
Jean S. Arbeiter;53838799,00
Shara Kay;7180178,00
Αχιλλέας Κυριακίδης;89443100,00
Jonathan London;86887797,00
Jane Chapman;59111848,00
Michael Corr;45297678,00
Patricia P. Bartlett;24245204,00
Joanna Galdone;62844749,00
Sally Moomaw;74722903,00
Michael Palin;86522780,00
Eirik Sonneland;40383186,00
Theodore F. Brunner;49090664,00
Magner;60153736,00
Jonathan Littman;22822048,00
Brenda G. Bare;97369921,00
Emil Brunner;16001181,00
James John Bell;91572298,00
Damon Knight;26329583,00
Charles G. Waugh;84622685,00
George Zebrowski;23113437,00
Mary Desmond Pinkowish;2132935,00
Wayne Johnston;95127891,00
Steven Foster;61081466,00
John Totleben;81996662,00
Glenn Wolff;25295433,00
Mark Bego;41220878,00
James P. Blaylock;56473794,00
Dorothy P. Lathrop;9480809,00
Betina Ogden;36395185,00
Kazuaki Tanahashi;66776438,00
John   Stevens;8752413,00
Alastair Westgarth;40417260,00
Carol Higgins Clark;35362102,00
Karin Dufner;95188169,00
Bernard Bador;83236042,00
Gordon Hutner;45261501,00
Jonathan Yardley;12836467,00
Brian Campbell;34784119,00
James Ronald Stanfield;29920626,00
John Tollett;5790101,00
Jim  Erickson;92915862,00
George Ulrich;68377512,00
Michael  Bass;81864029,00
Hans Schumacher;3956693,00
Francine Kass;31726152,00
George      Young;95254671,00
Earl Lee;28245108,00
Alev Lytle Croutier;53455778,00
Arto Häilä;75031665,00
Paul Kemprecos;4215751,00
Craig Dirgo;1072175,00
Charles S. Anderson Design Company;69740262,00
Pop Ink;77222148,00
Allen Noren;79257842,00
Terry Carr;91521289,00
Eörs Szathmáry;51882583,00
Rufus Beck;55758036,00
Sevin Okyay;70562616,00
René Huigen;61285952,00
Katherine Duncan-Jones;91144576,00
David Allen White;54888336,00
Colin Burrow;44978628,00
Richard Proudfoot;55130640,00
Austin Tichenor;6853374,00
Nancy J. Smith;29194889,00
Gregary Racz;87524988,00
Louise Fili;20232061,00
Mary Blair;5052785,00
Francis Ray;50093478,00
Michael Dooling;68073263,00
Louis Slobodkin;21360038,00
Edward Ardizzone;5192000,00
Judith Gwyn Brown;89257159,00
Domingo Santos;97534466,00
Stanley B. Burns;17999730,00
Heidi Kilgras;52715516,00
Joseph L. Galloway;27196341,00
Joanne Thompson Eisenhower;26133556,00
Clayborne Carson;19311761,00
W. Heath Robinson;93598330,00
Elizabeth Story Donno;21282569,00
Paige Kimble;46979127,00
Pam Farrel;89996992,00
Arkangel Cast;48935609,00
Juliet Dusinberre;12314703,00
Artem Drabkin;70532625,00
Artemis Cooper;10278124,00
Renate Orth-Guttmann;28492750,00
Brian Ajhar;470850,00
Garrett Sutton;4754699,00
Leona Nevler;66198774,00
Lerner Publishing Group;1766513,00
Phil Hodges;11908826,00
Don Shula;74949411,00
Jesse Stoner;3509214,00
Kathryn Lamb;57977111,00
David B. Ellis;80672759,00
José Manuel Álvarez;13969057,00
Sandler;69641283,00
Karen Ritz;15154820,00
Thomas McFadden;36749481,00
Chris Wrigley;59413954,00
Allan Cameron;93199005,00
Rosa María Curto;62997182,00
Glaser Linda;44095045,00
Irving Penn;21226932,00
Chantal Mouffe;2848645,00
Derek J. Balling;72319228,00
Erika Tamar;57849780,00
Diana Magnuson;28236148,00
Angela Zeman;36111613,00
Jan Maxwell;10292867,00
Dirk van Gunsteren;11361860,00
Paul Williams;92495857,00
Lola Vollen;44201450,00
Michelle Herpe-Volinsky;28256004,00
A.G. Pasquella;62585228,00
Jesús Pardo;905923,00
Elisa Cerdan;2254104,00
Susanne Althoetmar-Smarczyk;1134408,00
Michael Görden;43244451,00
Steve Jamison;88228916,00
Jenny Davidson;74467058,00
Dean Haspiel;41184648,00
Anne Elizabeth Moore;7775570,00
Ty Templeton;52437039,00
George R. Stewart;33679715,00
Bill Pronzini;3793386,00
Drea Zigarmi;89282804,00
Gerald Jay Sussman;77556430,00
Ben Templesmith;97994699,00
Frank Teran;89778685,00
J.H. Williams III;56272483,00
Adi Granov;74809843,00
Mark Millar;50529281,00
あずま きよひこ;36897937,00
Roberta Rambelli;4150079,00
Camila Batlles;15280339,00
Robert O'Keefe;16472165,00
Marcelo Covián;22422479,00
Luis Murillo;14908481,00
Joe Morton;48682665,00
Michael Avon Oeming;60552908,00
Martine Leconte;92305833,00
Antony Shugaar;5863568,00
Mitchell Alexander Leaska;31979858,00
Virginia Jewiss;7117033,00
Luise von Flotow;52301465,00
Željko Petrović;47781431,00
Chris Andrews;42523198,00
McDougal Publishing Staff;19555712,00
Ferris Cook;65349860,00
Stephen Mitchell;44484575,00
Sam Garrett;81986983,00
Cameron Sinclair;25212553,00
Susan Snyder;58528065,00
David Watson;3526060,00
Marc Romano;63076158,00
Lyn Moir;82722057,00
Anna Moschovakis;5092879,00
Eileen Ellenbogen;45008908,00
Michael J. Smollin;40384548,00
Mary Cutler;23810149,00
Guillermo Solana;98425489,00
Lavonne Neff;8060394,00
Keri Wyatt Kent;70759684,00
Lee Strobel;46836664,00
Marion Meade;82803859,00
Stuart Y. Silverstein;69688699,00
Brendan Gill;93229323,00
Stephen Hoye;4033001,00
Rob Pepper;78568528,00
Robert Atwan;61583028,00
Peter J. Gomes;12469383,00
Joely Richardson;10885211,00
Rula Lenska;4283525,00
Nick Drake;21434432,00
Aaron Asher;3027006,00
Nicoletta Ceccoli;36335911,00
Sylvia Townsend Warner;11857249,00
Roger Bollen;71967824,00
Redwood Kardon;27822533,00
Aubrey Williams;7502123,00
Patrick Moser;89249805,00
Joel Raphaelson;1520242,00
David LeBlanc;60016875,00
Kent Beck;87648664,00
Gary E. Schwartz;87469686,00
Oscar Ratti;70189190,00
Joe Cornish;58980573,00
Richard Laymon;37353601,00
Neil Felshman;27588924,00
Pankaj Mishra;5824602,00
Ellen Guon;90786276,00
Carol T. Christ;46932036,00
Fred Schwarzbach;66562956,00
H.R. Millar;81876544,00
Sally Wern Comport;89630651,00
Virginia Blain;24478540,00
Norman Page;18182088,00
David Skilton;57851481,00
Catharine Peters;35553605,00
Joanne Greenberg;60622373,00
Ian          Hamilton;54978439,00
Robert Doisneau;5140803,00
Michael Warner;25362865,00
Brian Selznick;7482209,00
Ernest Reiss;91851009,00
Joseph Cornell;9435338,00
Joan Borysenko;41206659,00
Holly Black;68530058,00
Justin Taylor;99593502,00
Mary Miller;10553926,00
Nancy MacDonell;61089030,00
Noelle Walsh;48359954,00
Glenn McCoy;43209229,00
Claudia Feldmann;96737802,00
Ana Alcaina Pérez;83010921,00
Nathaniel Parker;12259208,00
Jay Ungar;72904563,00
Ian Beck;19089422,00
Juan Godó Costa;33661428,00
Emmanuel Le Roy-Ladurie;41008148,00
Horacio Elena;51583044,00
Eric Pascarello;1271722,00
Margarita E. Valdes;31029589,00
Ana Falcão Bastos;94079264,00
Larry McCaffery;42657683,00
Richard Taylor;79955269,00
Leon Breedt;19304169,00
Keith Vasconcelles;57094369,00
Judy Mays;36130492,00
Angelo  Rinaldi;74912147,00
Thomas G. Addington;30089781,00
Priscilla Meyer;87274312,00
Eleanor Zelliot;11780409,00
Theresa Wright;98504417,00
Robert Uhlig;19105379,00
Mary Cregan;33137710,00
Salma H. Al-Kuzbari;44201535,00
Anthony Rizcallah Ferris;71110284,00
Timothy Meis;46645977,00
Brice Matthieussent;37981267,00
Luc Sante;25040506,00
Nina Helms;41886460,00
Beth Cuthand;48272253,00
Kimberly Raye;66918024,00
Ulrike Wasel;54583298,00
Scott Goto;56578476,00
Alan Greenspan;38526319,00
J.S. Bernstein;22399933,00
Rebecca Morrill;42660910,00
Steve Fallon;24589543,00
Tom Masters;89609632,00
Stephen  Bury;26979723,00
Stephen K. Ray;11510223,00
James Noel Smith;96119974,00
Özdemir İnce;35513601,00
Mœbius;61075463,00
Rob Marshall;91374339,00
Kenneth L. Fisher;43466179,00
Maxine  Clark;57736503,00
Bill Bettencourt;53167061,00
Emile Martel;45597950,00
Clara Winston;83765976,00
Chris Emlyn-Jones;85551610,00
John M. Marincola;20668015,00
Andrew Robert Burn;49484717,00
Walter Blanco;76471784,00
George Rawlinson;62211820,00
Andrew Ford;66871393,00
Peter Jones;75635263,00
D.S. Carne-Ross;43394122,00
A.R. Braunmuller;14429151,00
Daniel Singer;27156481,00
Kâmuran Şipal;83750839,00
John Maclean;42469106,00
Richard Rutherford;88830977,00
Peter H. Burian;41746296,00
J. Michael Walton;63050971,00
Michael   Collier;81080398,00
William Bedell Stanford;81319355,00
Helene P. Foley;17003044,00
Smith Palmer Bovie;48282173,00
Richard Seaford;24392203,00
H.D.F. Kitto;78819038,00
Maria Boulding;35753549,00
Marcus Dods;30290116,00
Frank Sheed;7438382,00
Edmund Hill;87289626,00
Denis Feeney;12934742,00
Charles    Martin;38185091,00
Susie Conklin;498621,00
Frank T. Merrill;24064743,00
W.M. Geldart;8478340,00
Carl Gustav Horn;8932620,00
Igor Novikov;25806333,00
Peter   Schwartz;16446867,00
David Harriman;76520614,00
Alex Gaskarth;3071889,00
Anna Massey;37759230,00
T. Taylor Bruce;73645823,00
Steven McLean;28167130,00
Benjamin Beard;87570120,00
Jihad El;28474352,00
H.M. Nahmad;47192143,00
Gene Thompson-Grove;85780517,00
Charlotte Mitchell;15578664,00
Philip S. Watson;67778160,00
Joseph Rowe;2984132,00
David Bromwich;1590366,00
F.N. Robinson;11902006,00
Harry Zohn;73745203,00
Ellen Gordon Reeves;13437755,00
Ronald Speirs;89357729,00
Sherley Anne Williams;44486876,00
Colin Wiggins;44199427,00
大場 つぐみ;36246712,00
Charles   Johnson;1926832,00
Dahlia Armon;68313232,00
Victor Fischer;24704935,00
Lucy Corvino;60497072,00
Prudence See;33019733,00
